Title,Subtitle,Region,Currency,"Base shipping price","Additional product shipping price (Tier 1)","Additional product limit (Tier 1)","Additional product shipping price (Tier 2)","Additional product limit (Tier 2)","Additional product shipping price (Tier 3)","Additional product limit (Tier 3)","Additional product shipping price (Tier 4)","Additional product limit (Tier 4)","Additional product shipping price (Tier 5)","Additional product limit (Tier 5)"
"Posters and Posters with hangers","Small posters with hangersSizes (in.) 5× 7, 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16, 16 x 20, 18 × 18, 18 × 24.",Japan,USD,6.69,6.49,,6.49,,6.49,,6.49,,6.49,
"Posters and Posters with hangers","Small posters with hangersSizes (in.) 5× 7, 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16, 16 x 20, 18 × 18, 18 × 24.",Brazil,USD,12.49,11.99,,11.99,,11.99,,11.99,,11.99,
"Posters and Posters with hangers","Small posters with hangersSizes (in.) 5× 7, 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16, 16 x 20, 18 × 18, 18 × 24.",Worldwide,USD,12.49,11.99,,11.99,,11.99,,11.99,,11.99,
"Posters and Posters with hangers","Medium posters with hangersSizes (in.) 20 × 30, 24 × 36.",USA,USD,8.39,5.99,24,5.99,,5.99,,5.99,,5.99,
"Posters and Posters with hangers","Medium posters with hangersSizes (in.) 20 × 30, 24 × 36.",Europe,USD,7.19,6.89,24,6.89,,6.89,,6.89,,6.89,
"Posters and Posters with hangers","Medium posters with hangersSizes (in.) 20 × 30, 24 × 36.",UK,USD,6.69,6.39,24,6.39,,6.39,,6.39,,6.39,
"Posters and Posters with hangers","Medium posters with hangersSizes (in.) 20 × 30, 24 × 36.","EFTA States",USD,11.49,10.99,,10.99,,10.99,,10.99,,10.99,
"Posters and Posters with hangers","Medium posters with hangersSizes (in.) 20 × 30, 24 × 36.",Canada,USD,7.29,6.99,,6.99,,6.99,,6.99,,6.99,
"Posters and Posters with hangers","Medium posters with hangersSizes (in.) 20 × 30, 24 × 36.","Australia / New Zealand",USD,7.49,7.19,,7.19,,7.19,,7.19,,7.19,
"Posters and Posters with hangers","Medium posters with hangersSizes (in.) 20 × 30, 24 × 36.",Japan,USD,7.49,7.19,,7.19,,7.19,,7.19,,7.19,
"Posters and Posters with hangers","Medium posters with hangersSizes (in.) 20 × 30, 24 × 36.",Brazil,USD,14.59,13.99,,13.99,,13.99,,13.99,,13.99,
"Posters and Posters with hangers","Medium posters with hangersSizes (in.) 20 × 30, 24 × 36.",Worldwide,USD,14.59,13.99,,13.99,,13.99,,13.99,,13.99,
"Framed posters","Small Sizes (in.) 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16.
Sizes (cm) 21 × 30, 30 × 40.",USA,USD,10.89,4.5,,,,,,,,,
"Framed posters","Small Sizes (in.) 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16.
Sizes (cm) 21 × 30, 30 × 40.",Europe,USD,7.79,4.9,,,,,,,,,
"Framed posters","Small Sizes (in.) 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16.
Sizes (cm) 21 × 30, 30 × 40.",UK,USD,7.29,4.75,,,,,,,,,
"Framed posters","Small Sizes (in.) 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16.
Sizes (cm) 21 × 30, 30 × 40.","EFTA States",USD,11.39,4.4,,,,,,,,,
"Framed posters","Small Sizes (in.) 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16.
Sizes (cm) 21 × 30, 30 × 40.",Canada,USD,11.79,6.25,,,,,,,,,
"Framed posters","Small Sizes (in.) 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16.
Sizes (cm) 21 × 30, 30 × 40.","Australia / New Zealand",USD,9.59,4.1,,,,,,,,,
"Framed posters","Small Sizes (in.) 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16.
Sizes (cm) 21 × 30, 30 × 40.",Japan,USD,21.59,7.85,,,,,,,,,
"Framed posters","Small Sizes (in.) 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16.
Sizes (cm) 21 × 30, 30 × 40.",Brazil,USD,16.59,8,,,,,,,,,
"Framed posters","Small Sizes (in.) 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16.
Sizes (cm) 21 × 30, 30 × 40.",Worldwide,USD,16.59,8,,,,,,,,,
"Framed posters","MediumSizes (in.) 16 × 20, 18 × 18, 18 × 24.",USA,USD,14.49,4.95,,,,,,,,,
"Framed posters","MediumSizes (in.) 16 × 20, 18 × 18, 18 × 24.",Europe,USD,20.99,10.1,,,,,,,,,
"Framed posters","MediumSizes (in.) 16 × 20, 18 × 18, 18 × 24.",UK,USD,20.99,9.9,,,,,,,,,
"Framed posters","MediumSizes (in.) 16 × 20, 18 × 18, 18 × 24.","EFTA States",USD,31.19,9.45,,,,,,,,,
"Framed posters","MediumSizes (in.) 16 × 20, 18 × 18, 18 × 24.",Canada,USD,38.59,20.6,,,,,,,,,
"Framed posters","MediumSizes (in.) 16 × 20, 18 × 18, 18 × 24.","Australia / New Zealand",USD,11.69,5.65,,,,,,,,,
"Framed posters","MediumSizes (in.) 16 × 20, 18 × 18, 18 × 24.",Japan,USD,41.59,21,,,,,,,,,
"Framed posters","MediumSizes (in.) 16 × 20, 18 × 18, 18 × 24.",Brazil,USD,41.59,21,,,,,,,,,
"Framed posters","MediumSizes (in.) 16 × 20, 18 × 18, 18 × 24.",Worldwide,USD,41.59,21,,,,,,,,,
"Framed posters","LargeSize (in.) 24 × 36.Sizes (cm) 50 × 70, 61 × 91.",USA,USD,31.19,14.95,,,,,,,,,
"Framed posters","LargeSize (in.) 24 × 36.Sizes (cm) 50 × 70, 61 × 91.",Europe,USD,25.19,13,,,,,,,,,
"Framed posters","LargeSize (in.) 24 × 36.Sizes (cm) 50 × 70, 61 × 91.",UK,USD,25.19,13,,,,,,,,,
"Framed posters","LargeSize (in.) 24 × 36.Sizes (cm) 50 × 70, 61 × 91.","EFTA States",USD,51.99,24.95,,,,,,,,,
"Framed posters","LargeSize (in.) 24 × 36.Sizes (cm) 50 × 70, 61 × 91.",Canada,USD,53.49,25.75,,,,,,,,,
"Framed posters","LargeSize (in.) 24 × 36.Sizes (cm) 50 × 70, 61 × 91.","Australia / New Zealand",USD,31.89,15.35,,,,,,,,,
"Framed posters","LargeSize (in.) 24 × 36.Sizes (cm) 50 × 70, 61 × 91.",Japan,USD,52.99,26,,,,,,,,,
"Framed posters","LargeSize (in.) 24 × 36.Sizes (cm) 50 × 70, 61 × 91.",Brazil,USD,52.99,26,,,,,,,,,
"Framed posters","LargeSize (in.) 24 × 36.Sizes (cm) 50 × 70, 61 × 91.",Worldwide,USD,52.99,26,,,,,,,,,
Canvas,"SmallSizes (in.) 6x6, 8x8, 8x10, 8x12, 9x12, 10x10",USA,USD,6.79,6.49,,,,,,,,,
Canvas,"SmallSizes (in.) 6x6, 8x8, 8x10, 8x12, 9x12, 10x10",Europe,USD,6.79,6.49,,,,,,,,,
Canvas,"SmallSizes (in.) 6x6, 8x8, 8x10, 8x12, 9x12, 10x10",UK,USD,6.79,6.49,,,,,,,,,
Canvas,"SmallSizes (in.) 6x6, 8x8, 8x10, 8x12, 9x12, 10x10","EFTA States",USD,6.79,6.49,,,,,,,,,
Canvas,"SmallSizes (in.) 6x6, 8x8, 8x10, 8x12, 9x12, 10x10",Canada,USD,11.49,10.99,,,,,,,,,
Canvas,"SmallSizes (in.) 6x6, 8x8, 8x10, 8x12, 9x12, 10x10","Australia / New Zealand",USD,12.49,11.99,,,,,,,,,
Canvas,"SmallSizes (in.) 6x6, 8x8, 8x10, 8x12, 9x12, 10x10",Japan,USD,110.29,105.99,,,,,,,,,
Canvas,"SmallSizes (in.) 6x6, 8x8, 8x10, 8x12, 9x12, 10x10",Brazil,USD,110.29,105.99,,,,,,,,,
Canvas,"SmallSizes (in.) 6x6, 8x8, 8x10, 8x12, 9x12, 10x10",Worldwide,USD,110.29,105.99,,,,,,,,,
Canvas,"MediumSize (in.) 10x20, 11x14, 12x12, 12x16, 12x18, 14x14, 12x24, 12x36, 16x16, 16x20, 16x24, 16x32, 16x48, 18x18, 18x24, 18x26, 20x20, 20x24, 20x28, 20x30, 20x40, 24x24, 24x30, 24x32, 24x36, 26x26, 28x28, 30x30, 32x32",USA,USD,10.39,9.99,,,,,,,,,
Canvas,"MediumSize (in.) 10x20, 11x14, 12x12, 12x16, 12x18, 14x14, 12x24, 12x36, 16x16, 16x20, 16x24, 16x32, 16x48, 18x18, 18x24, 18x26, 20x20, 20x24, 20x28, 20x30, 20x40, 24x24, 24x30, 24x32, 24x36, 26x26, 28x28, 30x30, 32x32",Europe,USD,11.39,10.99,,,,,,,,,
Canvas,"MediumSize (in.) 10x20, 11x14, 12x12, 12x16, 12x18, 14x14, 12x24, 12x36, 16x16, 16x20, 16x24, 16x32, 16x48, 18x18, 18x24, 18x26, 20x20, 20x24, 20x28, 20x30, 20x40, 24x24, 24x30, 24x32, 24x36, 26x26, 28x28, 30x30, 32x32",UK,USD,11.39,10.99,,,,,,,,,
Canvas,"MediumSize (in.) 10x20, 11x14, 12x12, 12x16, 12x18, 14x14, 12x24, 12x36, 16x16, 16x20, 16x24, 16x32, 16x48, 18x18, 18x24, 18x26, 20x20, 20x24, 20x28, 20x30, 20x40, 24x24, 24x30, 24x32, 24x36, 26x26, 28x28, 30x30, 32x32","EFTA States",USD,11.39,10.99,,,,,,,,,
Canvas,"MediumSize (in.) 10x20, 11x14, 12x12, 12x16, 12x18, 14x14, 12x24, 12x36, 16x16, 16x20, 16x24, 16x32, 16x48, 18x18, 18x24, 18x26, 20x20, 20x24, 20x28, 20x30, 20x40, 24x24, 24x30, 24x32, 24x36, 26x26, 28x28, 30x30, 32x32",Canada,USD,17.69,16.99,,,,,,,,,
Canvas,"MediumSize (in.) 10x20, 11x14, 12x12, 12x16, 12x18, 14x14, 12x24, 12x36, 16x16, 16x20, 16x24, 16x32, 16x48, 18x18, 18x24, 18x26, 20x20, 20x24, 20x28, 20x30, 20x40, 24x24, 24x30, 24x32, 24x36, 26x26, 28x28, 30x30, 32x32","Australia / New Zealand",USD,18.69,17.99,,,,,,,,,
Canvas,"MediumSize (in.) 10x20, 11x14, 12x12, 12x16, 12x18, 14x14, 12x24, 12x36, 16x16, 16x20, 16x24, 16x32, 16x48, 18x18, 18x24, 18x26, 20x20, 20x24, 20x28, 20x30, 20x40, 24x24, 24x30, 24x32, 24x36, 26x26, 28x28, 30x30, 32x32",Japan,USD,116.49,111.99,,,,,,,,,
Canvas,"MediumSize (in.) 10x20, 11x14, 12x12, 12x16, 12x18, 14x14, 12x24, 12x36, 16x16, 16x20, 16x24, 16x32, 16x48, 18x18, 18x24, 18x26, 20x20, 20x24, 20x28, 20x30, 20x40, 24x24, 24x30, 24x32, 24x36, 26x26, 28x28, 30x30, 32x32",Brazil,USD,116.49,111.99,,,,,,,,,
Canvas,"MediumSize (in.) 10x20, 11x14, 12x12, 12x16, 12x18, 14x14, 12x24, 12x36, 16x16, 16x20, 16x24, 16x32, 16x48, 18x18, 18x24, 18x26, 20x20, 20x24, 20x28, 20x30, 20x40, 24x24, 24x30, 24x32, 24x36, 26x26, 28x28, 30x30, 32x32",Worldwide,USD,116.49,111.99,,,,,,,,,
Canvas,"LargeSize (in.) 24 × 48, 26x40, 28x40, 30x40, 32x48, 36x36, 37x37",USA,USD,26.99,24.99,,,,,,,,,
Canvas,"LargeSize (in.) 24 × 48, 26x40, 28x40, 30x40, 32x48, 36x36, 37x37",Europe,USD,57.19,54.99,,,,,,,,,
Canvas,"LargeSize (in.) 24 × 48, 26x40, 28x40, 30x40, 32x48, 36x36, 37x37",UK,USD,25.99,24.99,,,,,,,,,
Canvas,"LargeSize (in.) 24 × 48, 26x40, 28x40, 30x40, 32x48, 36x36, 37x37","EFTA States",USD,57.19,54.99,,,,,,,,,
Canvas,"LargeSize (in.) 24 × 48, 26x40, 28x40, 30x40, 32x48, 36x36, 37x37",Canada,USD,62.39,59.99,,,,,,,,,
Canvas,"LargeSize (in.) 24 × 48, 26x40, 28x40, 30x40, 32x48, 36x36, 37x37","Australia / New Zealand",USD,63.39,60.99,,,,,,,,,
Canvas,"LargeSize (in.) 24 × 48, 26x40, 28x40, 30x40, 32x48, 36x36, 37x37",Japan,USD,233.99,224.99,,,,,,,,,
Canvas,"LargeSize (in.) 24 × 48, 26x40, 28x40, 30x40, 32x48, 36x36, 37x37",Brazil,USD,233.99,224.99,,,,,,,,,
Canvas,"LargeSize (in.) 24 × 48, 26x40, 28x40, 30x40, 32x48, 36x36, 37x37",Worldwide,USD,233.99,224.99,,,,,,,,,
Canvas,"Extra LargeSize (in.) 20x60, 30x60, 40x55, 40x60",USA,USD,90.49,86.99,,,,,,,,,
Canvas,"Extra LargeSize (in.) 20x60, 30x60, 40x55, 40x60",Europe,USD,167.39,160.99,,,,,,,,,
Canvas,"Extra LargeSize (in.) 20x60, 30x60, 40x55, 40x60",UK,USD,167.39,160.99,,,,,,,,,
Canvas,"Extra LargeSize (in.) 20x60, 30x60, 40x55, 40x60","EFTA States",USD,245.39,235.99,,,,,,,,,
Canvas,"Extra LargeSize (in.) 20x60, 30x60, 40x55, 40x60",Canada,USD,172.59,165.99,,,,,,,,,
Canvas,"Extra LargeSize (in.) 20x60, 30x60, 40x55, 40x60","Australia / New Zealand",USD,173.69,166.99,,,,,,,,,
Canvas,"Extra LargeSize (in.) 20x60, 30x60, 40x55, 40x60",Japan,USD,817.39,785.99,,,,,,,,,
Canvas,"Extra LargeSize (in.) 20x60, 30x60, 40x55, 40x60",Brazil,USD,817.39,785.99,,,,,,,,,
Canvas,"Extra LargeSize (in.) 20x60, 30x60, 40x55, 40x60",Worldwide,USD,817.39,785.99,,,,,,,,,
Canvas,"Thin Canvas (in) 8″×10″, 9″×12″, 11″×14″, 12″×18″, 16″×16″, 16″×20″  Framed Canvas (in) 8″×10″, 9″×12″, 11″×14″, 12″×18″, 16″×16″, 16″×20″",USA,USD,9.89,9.49,,,,,,,,,
Canvas,"Thin Canvas (in) 8″×10″, 9″×12″, 11″×14″, 12″×18″, 16″×16″, 16″×20″  Framed Canvas (in) 8″×10″, 9″×12″, 11″×14″, 12″×18″, 16″×16″, 16″×20″",Europe,USD,9.89,9.49,,,,,,,,,
Canvas,"Thin Canvas (in) 8″×10″, 9″×12″, 11″×14″, 12″×18″, 16″×16″, 16″×20″  Framed Canvas (in) 8″×10″, 9″×12″, 11″×14″, 12″×18″, 16″×16″, 16″×20″",UK,USD,9.89,9.49,,,,,,,,,
Canvas,"Thin Canvas (in) 8″×10″, 9″×12″, 11″×14″, 12″×18″, 16″×16″, 16″×20″  Framed Canvas (in) 8″×10″, 9″×12″, 11″×14″, 12″×18″, 16″×16″, 16″×20″","EFTA States",USD,9.89,9.49,,,,,,,,,
Canvas,"Thin Canvas (in) 8″×10″, 9″×12″, 11″×14″, 12″×18″, 16″×16″, 16″×20″  Framed Canvas (in) 8″×10″, 9″×12″, 11″×14″, 12″×18″, 16″×16″, 16″×20″",Canada,USD,15.09,14.49,,,,,,,,,
Canvas,"Thin Canvas (in) 8″×10″, 9″×12″, 11″×14″, 12″×18″, 16″×16″, 16″×20″  Framed Canvas (in) 8″×10″, 9″×12″, 11″×14″, 12″×18″, 16″×16″, 16″×20″","Australia / New Zealand",USD,15.09,14.49,,,,,,,,,
Canvas,"Thin Canvas (in) 8″×10″, 9″×12″, 11″×14″, 12″×18″, 16″×16″, 16″×20″  Framed Canvas (in) 8″×10″, 9″×12″, 11″×14″, 12″×18″, 16″×16″, 16″×20″",Japan,USD,110.69,106.49,,,,,,,,,
Canvas,"Thin Canvas (in) 8″×10″, 9″×12″, 11″×14″, 12″×18″, 16″×16″, 16″×20″  Framed Canvas (in) 8″×10″, 9″×12″, 11″×14″, 12″×18″, 16″×16″, 16″×20″",Brazil,USD,110.69,106.49,,,,,,,,,
Canvas,"Thin Canvas (in) 8″×10″, 9″×12″, 11″×14″, 12″×18″, 16″×16″, 16″×20″  Framed Canvas (in) 8″×10″, 9″×12″, 11″×14″, 12″×18″, 16″×16″, 16″×20″",Worldwide,USD,110.69,106.49,,,,,,,,,
Canvas,"Thin Canvas (in) 20″×28″, 20″×30″, 24″×32″, 20″×28″, 20″×30″, 24″×32″",USA,USD,10.89,10.49,,,,,,,,,
Canvas,"Thin Canvas (in) 20″×28″, 20″×30″, 24″×32″, 20″×28″, 20″×30″, 24″×32″",Europe,USD,10.89,10.49,,,,,,,,,
Canvas,"Thin Canvas (in) 20″×28″, 20″×30″, 24″×32″, 20″×28″, 20″×30″, 24″×32″",UK,USD,10.89,10.49,,,,,,,,,
Canvas,"Thin Canvas (in) 20″×28″, 20″×30″, 24″×32″, 20″×28″, 20″×30″, 24″×32″","EFTA States",USD,10.89,10.49,,,,,,,,,
Canvas,"Thin Canvas (in) 20″×28″, 20″×30″, 24″×32″, 20″×28″, 20″×30″, 24″×32″",Canada,USD,16.09,15.49,,,,,,,,,
Canvas,"Thin Canvas (in) 20″×28″, 20″×30″, 24″×32″, 20″×28″, 20″×30″, 24″×32″","Australia / New Zealand",USD,16.09,15.49,,,,,,,,,
Canvas,"Thin Canvas (in) 20″×28″, 20″×30″, 24″×32″, 20″×28″, 20″×30″, 24″×32″",Japan,USD,112.79,108.49,,,,,,,,,
Canvas,"Thin Canvas (in) 20″×28″, 20″×30″, 24″×32″, 20″×28″, 20″×30″, 24″×32″",Brazil,USD,112.79,108.49,,,,,,,,,
Canvas,"Thin Canvas (in) 20″×28″, 20″×30″, 24″×32″, 20″×28″, 20″×30″, 24″×32″",Worldwide,USD,112.79,108.49,,,,,,,,,
Canvas,"Large Thin Canvas (in), Framed Canvas (in) 24 × 36.",USA,USD,15.09,14.49,,,,,,,,,
Canvas,"Large Thin Canvas (in), Framed Canvas (in) 24 × 36.",Europe,USD,15.09,14.49,,,,,,,,,
Canvas,"Large Thin Canvas (in), Framed Canvas (in) 24 × 36.",UK,USD,15.09,14.49,,,,,,,,,
Canvas,"Large Thin Canvas (in), Framed Canvas (in) 24 × 36.","EFTA States",USD,15.09,14.49,,,,,,,,,
Canvas,"Large Thin Canvas (in), Framed Canvas (in) 24 × 36.",Canada,USD,20.29,19.49,,,,,,,,,
Canvas,"Large Thin Canvas (in), Framed Canvas (in) 24 × 36.","Australia / New Zealand",USD,20.29,19.49,,,,,,,,,
Canvas,"Large Thin Canvas (in), Framed Canvas (in) 24 × 36.",Japan,USD,113.89,109.49,,,,,,,,,
Canvas,"Large Thin Canvas (in), Framed Canvas (in) 24 × 36.",Brazil,USD,113.89,109.49,,,,,,,,,
Canvas,"Large Thin Canvas (in), Framed Canvas (in) 24 × 36.",Worldwide,USD,113.89,109.49,,,,,,,,,
"Metal prints","SmallSizes (in.) 8 × 10, 12 × 12, 11 × 14.",USA,USD,12.99,4.5,,,,,,,,,
"Metal prints","MediumSizes (in.) 16 × 20.",USA,USD,14.49,4.95,,,,,,,,,
"Metal prints","LargeSize (in.) 20 × 30, 24 × 36.",USA,USD,31.19,14.95,,,,,,,,,
"Metal prints","Car plates, Metal License Plate Frame",USA,USD,7.59,1.19,,,,,,,,,
"Metal prints","Car plates, Metal License Plate Frame",Europe,USD,12.79,4.29,,,,,,,,,
"Metal prints","Car plates, Metal License Plate Frame",UK,USD,12.79,4.29,,,,,,,,,
"Metal prints","Car plates, Metal License Plate Frame","EFTA States",USD,12.79,4.29,,,,,,,,,
"Metal prints","Car plates, Metal License Plate Frame",Canada,USD,11.79,2.79,,,,,,,,,
"Metal prints","Car plates, Metal License Plate Frame","Australia / New Zealand",USD,12.79,4.29,,,,,,,,,
"Metal prints","Car plates, Metal License Plate Frame",Japan,USD,12.79,4.29,,,,,,,,,
"Metal prints","Car plates, Metal License Plate Frame",Brazil,USD,12.79,4.29,,,,,,,,,
"Metal prints","Car plates, Metal License Plate Frame",Worldwide,USD,12.79,4.29,,,,,,,,,
"Beverage containers","Water bottles and tumblers",USA,USD,10.89,4.5,,,,,,,,,
"Beverage containers","Water bottles and tumblers",Europe,USD,7.79,4.9,,,,,,,,,
"Beverage containers","Water bottles and tumblers",UK,USD,7.29,4.75,,,,,,,,,
"Beverage containers","Water bottles and tumblers","EFTA States",USD,11.39,4.4,,,,,,,,,
"Beverage containers","Water bottles and tumblers",Canada,USD,11.79,6.25,,,,,,,,,
"Beverage containers","Water bottles and tumblers","Australia / New Zealand",USD,9.59,4.1,,,,,,,,,
"Beverage containers","Water bottles and tumblers",Japan,USD,21.59,7.85,,,,,,,,,
"Beverage containers","Water bottles and tumblers",Brazil,USD,16.59,8,,,,,,,,,
"Beverage containers","Water bottles and tumblers",Worldwide,USD,16.59,8,,,,,,,,,
"Beverage containers","Sports Water Bottle, Flip Straw Water Bottle | CamelBak Thrive®",USA,USD,9.29,2.75,,,,,,,,,
"Beverage containers","Sports Water Bottle, Flip Straw Water Bottle | CamelBak Thrive®",Europe,USD,12.49,5.25,,,,,,,,,
"Beverage containers","Sports Water Bottle, Flip Straw Water Bottle | CamelBak Thrive®",UK,USD,16.59,7.95,,,,,,,,,
"Beverage containers","Sports Water Bottle, Flip Straw Water Bottle | CamelBak Thrive®","EFTA States",USD,12.49,5.25,,,,,,,,,
"Beverage containers","Sports Water Bottle, Flip Straw Water Bottle | CamelBak Thrive®",Canada,USD,13.49,6.75,,,,,,,,,
"Beverage containers","Sports Water Bottle, Flip Straw Water Bottle | CamelBak Thrive®","Australia / New Zealand",USD,23.39,16.06,,,,,,,,,
"Beverage containers","Sports Water Bottle, Flip Straw Water Bottle | CamelBak Thrive®",Japan,USD,18.69,13.55,,,,,,,,,
"Beverage containers","Sports Water Bottle, Flip Straw Water Bottle | CamelBak Thrive®",Brazil,USD,23.39,16.06,,,,,,,,,
"Beverage containers","Sports Water Bottle, Flip Straw Water Bottle | CamelBak Thrive®",Worldwide,USD,23.39,16.06,,,,,,,,,
"Beverage containers","Wine Tumbler, Double Wall Clear Plastic Tumbler (16 oz)",USA,USD,6.69,3.5,4,2,13,1.5,23,1,48,1,
"Beverage containers","Wine Tumbler, Double Wall Clear Plastic Tumbler (16 oz)",Europe,USD,5.39,2.05,4,1.5,13,1.25,23,1,48,1.05,
"Beverage containers","Wine Tumbler, Double Wall Clear Plastic Tumbler (16 oz)",UK,USD,5.19,1.25,4,1,13,1,23,1,48,1,
"Beverage containers","Wine Tumbler, Double Wall Clear Plastic Tumbler (16 oz)","EFTA States",USD,10.79,1.75,4,1.5,13,1.25,23,1,48,1,
"Beverage containers","Wine Tumbler, Double Wall Clear Plastic Tumbler (16 oz)",Canada,USD,8.09,4.7,4,4.5,13,3.75,23,3,48,3.35,
"Beverage containers","Wine Tumbler, Double Wall Clear Plastic Tumbler (16 oz)","Australia / New Zealand",USD,8.69,3.65,4,1.5,13,1.25,23,1,48,1.05,
"Beverage containers","Wine Tumbler, Double Wall Clear Plastic Tumbler (16 oz)",Japan,USD,4.99,1.6,4,1.5,13,1.25,23,1,48,1,
"Beverage containers","Wine Tumbler, Double Wall Clear Plastic Tumbler (16 oz)",Brazil,USD,12.49,6.5,4,4.5,13,3.5,23,2.5,48,2.05,
"Beverage containers","Wine Tumbler, Double Wall Clear Plastic Tumbler (16 oz)",Worldwide,USD,12.49,6.5,4,4.5,13,3.5,23,2.5,48,2.05,
"Beverage containers","Travel Mug with a Handle, Stainless Steel Water Bottle with a Straw Lid",USA,USD,9.89,0.99,,,,,,,,,
"Beverage containers","Travel Mug with a Handle, Stainless Steel Water Bottle with a Straw Lid",Europe,USD,5.69,1.99,,,,,,,,,
"Beverage containers","Travel Mug with a Handle, Stainless Steel Water Bottle with a Straw Lid",UK,USD,6.19,2.49,,,,,,,,,
"Beverage containers","Travel Mug with a Handle, Stainless Steel Water Bottle with a Straw Lid","EFTA States",USD,7.29,1.99,,,,,,,,,
"Beverage containers","Travel Mug with a Handle, Stainless Steel Water Bottle with a Straw Lid",Canada,USD,10.89,9.99,,,,,,,,,
"Beverage containers","Travel Mug with a Handle, Stainless Steel Water Bottle with a Straw Lid","Australia / New Zealand",USD,18.19,14.49,,,,,,,,,
"Beverage containers","Travel Mug with a Handle, Stainless Steel Water Bottle with a Straw Lid",Japan,USD,12.99,9.5,,,,,,,,,
"Beverage containers","Travel Mug with a Handle, Stainless Steel Water Bottle with a Straw Lid",Brazil,USD,17.09,14.49,,,,,,,,,
"Beverage containers","Travel Mug with a Handle, Stainless Steel Water Bottle with a Straw Lid",Worldwide,USD,17.09,14.49,,,,,,,,,
"Beverage containers","Insulated Tumbler with a Straw, Tapered Stainless Steel Tumbler 20 oz",USA,USD,6.69,2,,,,,,,,,
"Beverage containers","Insulated Tumbler with a Straw, Tapered Stainless Steel Tumbler 20 oz",Europe,USD,11.89,3.5,,,,,,,,,
"Beverage containers","Insulated Tumbler with a Straw, Tapered Stainless Steel Tumbler 20 oz",UK,USD,13.49,4.8,,,,,,,,,
"Beverage containers","Insulated Tumbler with a Straw, Tapered Stainless Steel Tumbler 20 oz","EFTA States",USD,13.99,3.5,,,,,,,,,
"Beverage containers","Insulated Tumbler with a Straw, Tapered Stainless Steel Tumbler 20 oz",Canada,USD,11.39,3.95,,,,,,,,,
"Beverage containers","Insulated Tumbler with a Straw, Tapered Stainless Steel Tumbler 20 oz","Australia / New Zealand",USD,17.09,9.95,,,,,,,,,
"Beverage containers","Insulated Tumbler with a Straw, Tapered Stainless Steel Tumbler 20 oz",Japan,USD,13.49,8.5,,,,,,,,,
"Beverage containers","Insulated Tumbler with a Straw, Tapered Stainless Steel Tumbler 20 oz",Brazil,USD,17.09,9.95,,,,,,,,,
"Beverage containers","Insulated Tumbler with a Straw, Tapered Stainless Steel Tumbler 20 oz",Worldwide,USD,17.09,9.95,,,,,,,,,
"Beverage containers","Can Cooler",USA,USD,4.69,0.99,,,,,,,,,
"Beverage containers","Can Cooler",Europe,USD,8.29,0.99,,,,,,,,,
"Beverage containers","Can Cooler",UK,USD,11.39,0.99,,,,,,,,,
"Beverage containers","Can Cooler","EFTA States",USD,8.29,0.99,,,,,,,,,
"Beverage containers","Can Cooler",Canada,USD,8.29,0.99,,,,,,,,,
"Beverage containers","Can Cooler","Australia / New Zealand",USD,10.39,2.49,,,,,,,,,
"Beverage containers","Can Cooler",Japan,USD,7.29,1.49,,,,,,,,,
"Beverage containers","Can Cooler",Brazil,USD,10.39,2.49,,,,,,,,,
"Beverage containers","Can Cooler",Worldwide,USD,10.39,2.49,,,,,,,,,
Stationery,Notebooks,USA,USD,4.69,2,8,1.15,23,1,48,0.75,83,0.5,
Stationery,Notebooks,Europe,USD,4.99,1.45,,,,,,,,,
Stationery,Notebooks,UK,USD,4.59,1.5,8,1,23,0.75,48,0.5,83,0.35,
Stationery,Notebooks,"EFTA States",USD,10.39,1.1,8,1,23,0.8,48,0.6,83,0.4,
Stationery,Notebooks,Canada,USD,7.29,1.95,8,1.4,23,1.2,48,1,83,0.8,
Stationery,Notebooks,"Australia / New Zealand",USD,7.99,1.4,,,,,,,,,
Stationery,Notebooks,Japan,USD,4.89,2,,,,,,,,,
Stationery,Notebooks,Brazil,USD,12.49,6,8,2.5,23,2,48,1.5,83,1,
